dzr_sng_id,valence,arousal,artist_name,track_name,sp_track_id,sp_acousticness,sp_danceability,sp_duration_ms,sp_energy,sp_instrumentalness,sp_key,sp_liveness,sp_loudness,sp_mode,sp_speechiness,sp_tempo,sp_time_sig,sp_valence
2370419,-1.5504873438100002,1.6903366778100002,Default,Deny,6oKI26bh1VZcBe3SQNM2ZT,0.0156,0.569,235800,0.815,4.98e-06,7,0.161,-4.285,1,0.0306,107.938,4,0.329
2370424,-1.4004026756299999,1.5382289488299998,Default,Wasting My Time,5dpAN1mjFPL38kh9kWsCiw,0.00171,0.449,269307,0.776,0.0,2,0.0698,-5.594,1,0.0322,148.11,4,0.198
2370430,0.815392789182,0.662457175897,Default,One Late Night,6L7b5Z1rwS6wEORFMakLF8,0.00696,0.532,190373,0.883,0.0154,2,0.286,-3.742,1,0.0329,93.142,4,0.523
2370501,-1.4004026756299999,1.5382289488299998,Default,Faded,2xxfEFS2xXdGCccwOYzRja,0.000516,0.262,203840,0.818,0.000408,2,0.12,-4.353,1,0.0412,102.171,4,0.712
2370931,-1.70057201199,1.84244440679,Nothingface,Murder Is Masturbation,00khvXocAT5Fj9GcDkd6Ve,0.000158,0.572,235427,0.906,0.000135,5,0.121,-3.485,1,0.0875,140.998,4,0.203
2370948,-1.71694488488,1.59354085028,Nothingface,Here Come The Butchers,5xVNr9kWauFVDWos0ZChM3,6.24e-05,0.537,178973,0.997,0.000986,0,0.351,-2.481,0,0.161,107.998,4,0.0845
2371269,-0.486250605785,0.22457128943100002,Sevendust,Separate,1wTnurXh6XzE3WmX6csLPF,6.11e-05,0.468,221293,0.978,2.34e-05,6,0.275,-2.576,1,0.0724,95.861,4,0.385
2371352,-1.04019947199,-0.06581619317250001,Sevendust,Xmas Day,2uzVeYpHrNL96rV5wnccGo,0.000251,0.413,314560,0.767,0.0,6,0.113,-5.265,0,0.0318,174.113,4,0.139
2371395,-1.4004026756299999,1.5382289488299998,Sevendust,Black,5DoTRJlzMaGAMHPTDrfvfW,1.33e-05,0.565,248906,0.968,0.188,1,0.089,-5.165,1,0.0568,108.003,4,0.693
2417701,-0.308877816114,-0.10269079413799999,Anorexia Nervosa,Sister september,4n8GKObeN8dR8JnsOenLqX,5.49e-06,0.156,393840,0.954,0.105,11,0.257,-4.863,0,0.126,105.274,4,0.0464
2420464,0.37332522108000005,-0.9231506656209999,Stereophonics,Superman,2GGhMdFqA79CNa587PxyI5,0.0847,0.608,307933,0.931,9.81e-06,5,0.134,-4.732,1,0.0479,116.003,4,0.472
2420484,-1.1411655214899998,-0.0120407334342,Stereophonics,Since I Told You It's Over,5pJuy1jMIlsdVY0XWosSJ3,0.237,0.5,283267,0.509,0.013,10,0.0926,-6.601,0,0.0287,125.038,4,0.22
2420492,-1.9352498567900003,-0.655809808621,Stereophonics,Stone,6mtuXoBQ2lyQtM5NrsCYgD,0.0946,0.402,257200,0.639,0.0,2,0.0639,-5.954,0,0.0348,128.067,4,0.211
2420793,0.37332522108000005,-0.9231506656209999,Gregg Allman,Multi-Colored Lady,2aoxVzE0MVrWikefgDKp85,0.819,0.478,296312,0.386,0.352,9,0.0929,-11.197,1,0.0285,142.129,4,0.328
2421234,1.5412568207600001,1.70416465317,Allister,Stuck,1Io9eAFrnyXklbXG6uoxCI,0.000312,0.394,115773,0.941,0.0,1,0.299,-4.941,1,0.102,188.062,4,0.952
2422797,1.5412568207600001,1.70416465317,Army Of Lovers,La Plage De Saint Tropez,1J1ddIqD7qGj0TboajToQe,0.0223,0.639,213333,0.963,6.98e-05,6,0.357,-6.25,1,0.0386,96.954,4,0.924
2424737,-0.308877816114,-0.10269079413799999,GZA/The Genius,Luminal,6U2Mj88aDvUZGL8bBCEbDI,0.012,0.71,179253,0.846,0.00102,11,0.372,-5.493,0,0.226,93.99,4,0.493
2425403,-1.9352498567900003,-0.655809808621,Ralph Tresvant,Do What I Gotta Do,0ACQNXLObfspmUezyRL8jr,0.508,0.677,343640,0.372,0.000129,11,0.168,-15.398,0,0.0413,137.273,4,0.501
2426053,0.815392789182,0.662457175897,Boyz II Men,Motownphilly,4wDSLkTUIpRsn3UbCzW9wV,0.0146,0.746,235320,0.852,3.02e-05,2,0.26,-9.676,1,0.0606,114.165,4,0.76
2426056,-1.1357078971899999,0.21765730175,Boyz II Men,End Of The Road,3l3xTXsUXeWlkPqzMs7mPD,0.0664,0.64,351467,0.427,0.0,5,0.0579,-9.29,0,0.0241,149.703,3,0.529
2426065,-0.780962317853,-0.789480237121,Boyz II Men,Water Runs Dry,7yhmvQh1JOzbNiNFQo4Tfc,0.475,0.589,201400,0.368,0.0,0,0.108,-12.979,1,0.0264,89.626,4,0.523
2426844,1.1783248049700001,1.18331091453,Weezer,Keep Fishin',1ljTFrbwY1ojpfd6bAmPTZ,7.82e-05,0.354,172267,0.773,5.63e-05,4,0.127,-5.37,1,0.0469,131.569,4,0.721
2426849,-0.177894832973,1.04964048603,Weezer,Slob,5dK5UBnOnmdf68I7qinfD9,4.58e-05,0.217,188800,0.853,0.343,1,0.241,-5.397,0,0.0492,143.877,4,0.215
2426854,-1.4959111008300001,0.0401982846033,Weezer,Slave,2puGRTU4wKLn6sPF5eUzmR,1.46e-05,0.207,173333,0.704,0.204,9,0.0977,-5.655,1,0.0502,123.824,4,0.377
2426857,0.815392789182,0.662457175897,Weezer,Possibilities,4lYzgVFaTWuhiG3vBhRBk5,7.62e-06,0.14,119867,0.966,0.0115,0,0.101,-4.044,1,0.0699,176.21,4,0.141
2426862,0.996858797076,0.632496562612,Weezer,Island In The Sun,2MLHyLy5z5l5YRp7momlgw,0.00719,0.654,200307,0.81,0.00251,4,0.165,-6.26,0,0.0288,114.623,4,0.661
2427049,0.722613176124,-0.0381602424484,10000 Maniacs,More Than This,5v6b9RUk83Z33shcsqt1m3,0.0155,0.623,245573,0.773,0.00573,6,0.0917,-8.8,1,0.0271,124.644,4,0.807
2427390,-0.308877816114,-0.10269079413799999,James Brown,King Heroin,0zu7GG2nftctpGY7WAYfhW,0.659,0.506,238427,0.32,1.76e-05,10,0.135,-14.447,0,0.327,145.274,3,0.719
2429457,-0.308877816114,-0.10269079413799999,Soundgarden,Ugly Truth,50qtzo7XUCP8JSgcpVcvHj,0.0102,0.394,326507,0.581,0.048,4,0.0532,-11.818,0,0.0398,130.746,3,0.477
2429465,-1.3458264326499998,1.3722932444799998,Soundgarden,No Wrong No Right,1XHkwEmUFQkOSgX7v1D749,0.0325,0.312,287533,0.71,7.18e-05,7,0.135,-10.628,0,0.0443,134.318,4,0.33
2429760,1.5412568207600001,1.70416465317,Girls Aloud,Jump,4VZxKuQCVJbQMoB5lg7Ps7,0.00189,0.658,220360,0.826,0.00275,8,0.0492,-6.031,1,0.0346,134.465,4,0.795
2429761,-0.517359064281,-0.012348021772499999,Sugababes,Too Lost In You,0RilVXCOQf4AD6a4uTTs7d,0.0549,0.585,239627,0.662,0.0,1,0.128,-6.077,0,0.0283,97.963,4,0.482
2429766,-0.5585641277269999,0.1508220875,Maroon 5,Sweetest Goodbye,44R3zk8n5b3g5fTEXCkwnW,0.167,0.566,270733,0.819,0.0,1,0.187,-5.951,1,0.104,164.004,4,0.708
2430319,-0.308877816114,-0.10269079413799999,Will Smith,Loretta,39X1UjqfwPkDj9gxflHVbe,0.0689,0.667,295387,0.765,0.0,1,0.0586,-6.094,1,0.0958,85.871,4,0.567
2430862,-1.04019947199,-0.06581619317250001,Magna Carta,Two Old Friends,6wmiYGQYOlSefShs4y6rHU,0.851,0.457,218053,0.236,2.22e-05,0,0.0821,-11.824,0,0.0294,103.627,4,0.258
2431662,1.5412568207600001,1.70416465317,Status Quo,Burning Bridges (On And Off And On Again),3XUtJbnyMpwR9oXFVKda7i,0.309,0.753,250373,0.316,0.883,0,0.0634,-17.069,1,0.0462,91.68,4,0.698
2431760,0.815392789182,0.662457175897,Puddle Of Mudd,Spin You Around,3smfitHkOnNktHDa7ZSVIE,0.00791,0.478,267000,0.929,0.0,8,0.0954,-2.999,1,0.0433,92.022,4,0.521
2432400,0.815392789182,0.662457175897,Alesha Dixon,Lipstick,1WcWP0YTkUYGiB5YG2XCR3,0.238,0.677,167200,0.936,0.0,7,0.0443,-2.454,1,0.0589,119.947,4,0.91
2432664,-0.308877816114,-0.10269079413799999,Scorpions,In Trance,5U6iZ91dNg5XirDUXWMalJ,0.026,0.588,230013,0.698,0.0,10,0.343,-5.92,1,0.0353,136.312,4,0.223
2432666,0.155020249178,-0.16414846241699999,Scorpions,When The Smoke Is Going Down,1Cc1kD0xeMXZpdUinsH1mP,0.0221,0.447,230227,0.429,0.0109,2,0.0996,-11.761,0,0.0256,98.682,4,0.319
2432678,-1.04019947199,-0.06581619317250001,Scorpions,Heroes Don't Cry,0eWNcnw9e9xg1Uf0YtGlbv,0.0727,0.482,272173,0.479,0.000221,9,0.0925,-8.597,0,0.0281,113.926,4,0.156
2432680,0.37332522108000005,-0.9231506656209999,Scorpions,White Dove,3C5OACv4JfvLAmUdxVugrk,0.509,0.581,260067,0.493,1.08e-06,9,0.0678,-7.7,0,0.0313,136.067,4,0.233
2432734,-1.70330082414,-0.6281538578970001,Louis Armstrong,Nobody Knows the Trouble I've Seen,1CmOgWohDQJyLjzdSZ27mp,0.719,0.367,294333,0.143,2.42e-06,10,0.301,-16.265,1,0.0418,128.627,4,0.124
2432755,-1.05657234488,0.736206377828,B.B. King,How Blue Can You Get?,6ZfSXhqojBGB8BdRFb96Im,0.323,0.498,312027,0.484,0.0108,7,0.761,-10.5,1,0.0922,110.541,4,0.604
2433100,1.5412568207600001,1.70416465317,Chick Corea Elektric Band,Flamingo,02knDbO2LVBgm9JnZT99wK,0.194,0.608,250173,0.542,0.245,5,0.0367,-14.02,1,0.0329,96.044,4,0.914
2433118,1.5412568207600001,1.70416465317,Chick Corea Elektric Band,Kaleidoscope,3gW2JzJBHGNapoIBmiYiRX,0.108,0.719,486440,0.569,0.519,7,0.0621,-14.83,0,0.04,134.652,3,0.971
2433140,-1.05657234488,0.736206377828,Eagle-Eye Cherry,First To Fall,NO TRACK FOUND ON SPOTIFY,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2433275,-0.9528774832260001,-0.015113616844899999,The Velvet Underground / Lou Reed,Heroin,4q6kZ0V1tNLROQWPnhlgvw,0.359,0.248,494040,0.553,0.757,0,0.112,-13.653,1,0.0537,170.747,4,0.194
2433286,-0.173528733535,-0.465905613648,The Velvet Underground / Lou Reed,I'll Be Your Mirror,0VzraNcGspVSTHB9vEedUS,0.733,0.53,140907,0.179,0.000319,0,0.321,-17.635,1,0.0308,98.121,4,0.472
2433686,0.10863044264900001,1.23401349086,Fairport Convention,Reynardine,0HIaX4fU9qGk4nAUYqe84z,0.828,0.189,273187,0.074,0.00901,7,0.124,-17.7,1,0.0373,80.999,3,0.151
2434333,0.815392789182,0.662457175897,Midtown,Perfect,3xeUkdFDdWB0YSbxXnxsPJ,0.0408,0.536,220360,0.794,0.0,8,0.134,-3.073,1,0.039,113.363,3,0.63
2434776,0.0795231130636,-0.6358360664280001,Patti LaBelle,If You Asked Me To,2BvBND9pWHh0EDUgcEdXfy,0.453,0.484,239827,0.441,0.000327,5,0.276,-10.63,1,0.0254,173.18,4,0.275
2435231,0.37332522108000005,-0.9231506656209999,Puddle Of Mudd,Think,5SKIEMmfyTcsyEgUhWXvpH,7.64e-05,0.266,221573,0.918,0.0,6,0.0718,-4.202,1,0.0604,167.231,4,0.41
2435855,0.815392789182,0.662457175897,The Mighty Mighty Bosstones,The Rascal King,13BRH2RILNifFRNTXbLUka,0.00846,0.544,166133,0.846,2.77e-06,1,0.192,-5.52,1,0.0389,88.186,4,0.969
2435857,1.1783248049700001,1.18331091453,The Mighty Mighty Bosstones,The Impression That I Get,1ru5R5iSawvuMELqKXxLjS,0.0985,0.419,194760,0.945,0.0121,4,0.23,-5.406,1,0.119,181.175,4,0.695
2435860,-1.74969063067,0.920579382655,The Mighty Mighty Bosstones,Another Drinkin' Song,1HZINAQoNXpf78eCgiwooi,0.0722,0.636,229173,0.86,0.00107,6,0.0731,-5.131,0,0.0538,90.982,4,0.719
2437177,0.37332522108000005,-0.9231506656209999,Ocean Colour Scene,The Downstream,0YCWuBRTRRviZI0r32WoeR,0.259,0.492,332427,0.283,6.02e-05,7,0.668,-13.981,1,0.0385,121.378,3,0.194
2437594,1.2047033224099999,1.15104563869,Hanson,MMMBOP,0lnxrQAd9ZxbhBBe7d8FO8,0.00481,0.683,268653,0.937,0.0046,9,0.07,-6.335,1,0.0449,104.872,4,0.619
2437595,1.5412568207600001,1.70416465317,Hanson,Where's The Love,4auyLwpht5bFKtPpulMsCj,0.00176,0.585,252360,0.972,3.59e-06,2,0.172,-5.125,1,0.047,115.812,4,0.607
2437596,-0.19426770586599998,-0.330084166762,Hanson,I WILL COME TO YOU,6ZIuoDs3i1KjKurJf9miSs,0.0884,0.437,251293,0.723,3.91e-05,1,0.113,-7.013,1,0.0471,139.765,4,0.344
2437599,1.3866241323299997,1.5566662493099999,Hanson,If Only,5sybGHSpntjQeuVEqpT5BC,0.00307,0.544,270427,0.985,0.0,2,0.0968,-2.673,1,0.0684,105.975,4,0.738
2438123,0.47702008273400004,0.45780314053800003,The All-American Rejects,Move Along,2l57cfmCnOkwNX1tky02n1,0.000148,0.518,238880,0.916,0.0,3,0.291,-3.858,1,0.0454,109.864,4,0.646
2438124,-0.780962317853,-0.789480237121,The All-American Rejects,It Ends Tonight,1FMHNVeJ9s1x1l1WlaRs2I,0.00228,0.454,244827,0.636,0.0,0,0.154,-4.731,1,0.0273,87.89,4,0.313
2438132,-1.58596190174,0.28449251600000003,The All-American Rejects,Can't Take It,0r4LBlrLJpv4jz4Q0FxmAT,0.675,0.57,172587,0.41,0.0,4,0.184,-6.332,0,0.0292,115.993,4,0.343
2438133,0.747172485463,-0.835573488328,The All-American Rejects,Night Drive,5nB0zhMAdBf6vY9RxibRjI,0.00386,0.595,203880,0.951,1.65e-06,2,0.04,-3.93,1,0.0571,147.843,4,0.787
2439413,1.1783248049700001,1.18331091453,White Plains,My Baby Loves Lovin',58uiNKZ1w4B89gHRfRLeJJ,0.614,0.685,157493,0.743,0.0,10,0.0815,-12.346,1,0.0546,132.083,4,0.714
2439984,0.815392789182,0.662457175897,Monster Magnet,Negasonic Teenage Warhead,1VekjKr0JXvbebbvpLxfEr,4.08e-05,0.46,267933,0.818,0.37,8,0.0868,-7.945,1,0.0366,117.816,4,0.149
2440955,0.286003232319,0.505740121793,Diana Ross & The Supremes,Reflections,4yChgYDVcQrAgIEIErW27b,0.273,0.687,169893,0.45,0.0,1,0.0694,-10.379,1,0.0258,99.832,4,0.752
2440971,0.815392789182,0.662457175897,Cake,Comanche,7AbWkvrK7kajTYSqy4QgPn,0.0622,0.62,129467,0.35,3.06e-06,2,0.0549,-10.879,1,0.0496,115.61,4,0.961
2440972,0.815392789182,0.662457175897,Cake,Ruby Sees All,0NQnCpLQYQc4o7SLhgSkBB,0.195,0.629,180293,0.824,0.000185,7,0.352,-7.545,1,0.042,99.89,4,0.65
2440974,1.1783248049700001,1.18331091453,Cake,Pentagram,5tCjWV0DA1BXd2vs4UwF2z,0.312,0.599,139733,0.613,0.000355,11,0.3,-8.643,1,0.0391,124.171,4,0.834
2440977,0.5943590051309999,-0.13034674486199999,Cake,You Part the Waters,3yZgtLB64pkrk7AeVhnF1R,0.516,0.477,170027,0.585,0.00274,0,0.494,-10.712,1,0.0414,98.61,4,0.726
2440978,0.815392789182,0.662457175897,Cake,Is This Love?,5E2ShXTGGz78X7N0SlxPLG,0.773,0.529,199573,0.664,0.0,9,0.135,-9.16,1,0.0398,105.265,4,0.793
2440981,0.815392789182,0.662457175897,Cake,I Bombed Korea,5ynfc3x7H5t8shUZRZpb6N,0.395,0.673,139160,0.53,3.32e-05,4,0.1,-10.603,1,0.055,89.874,4,0.968
2441816,1.11374291745,0.785372512445,The Robert Cray Band / The Memphis Horns,These Things,0BfL7fwvTqIFMmz6ZTOBF4,0.0274,0.707,294600,0.763,0.00465,9,0.0423,-8.294,1,0.0283,95.537,3,0.513
2442551,0.678952181743,-2.33360415255,Salif Keita,Tu Vas Me Manquer,06ulHZy7LxFa5WHOb0ywWT,0.543,0.751,349933,0.532,1.14e-06,11,0.225,-11.227,0,0.0299,106.15,4,0.88
2442795,1.5412568207600001,1.70416465317,Scissor Sisters,Take Me Out,4KWgPtM5GohhWzl3VSEBq8,0.394,0.5,276547,0.488,0.88,0,0.193,-10.501,1,0.0564,81.311,4,0.187
2443058,-1.04019947199,-0.06581619317250001,Mary Gauthier,Mercy Now,6684GUHy1jpyhJVzpz5OFr,0.811,0.583,350560,0.262,0.000563,9,0.0993,-11.139,1,0.0281,76.028,4,0.332
2443315,-0.325250689007,-0.363885884307,Tricky,Overcome,0tYEsmdrsv5Fi3UOn58bou,0.43,0.814,270093,0.599,0.736,2,0.0904,-13.007,1,0.232,82.278,4,0.752
2443317,0.032223702483,-0.512920729879,Tricky,Black Steel,52QqxUwMHSmeDZlZBABefY,0.00673,0.443,339893,0.813,0.0177,9,0.0983,-9.066,1,0.0819,169.969,4,0.735
2443321,-1.05657234488,0.736206377828,Tricky,Abbaon Fat Tracks,4EGO2fsS5KL1Ump7b66MNv,0.114,0.636,266400,0.49,0.0375,8,0.138,-14.797,1,0.141,71.127,4,0.535
2443627,1.2574603572799998,1.086515087,Kelly Price,Love Sets You Free,2mACzgIlPBYdzAucENb7vX,0.334,0.485,249307,0.896,0.0,5,0.224,-4.636,0,0.201,189.1,4,0.899
2444911,0.37332522108000005,-0.9231506656209999,Ocean Colour Scene,It's A Beautiful Thing,7A9nzBCM4HV2l0LM3Ez3eK,0.543,0.35,218828,0.375,2.06e-05,2,0.439,-8.508,1,0.028,139.093,4,0.204
2445848,-0.33343712545299997,-0.494483429397,Cocteau Twins,Serpentskirt,5D8SzvASRr7V7ZrrXsh6SY,0.595,0.451,237600,0.583,2.99e-05,4,0.195,-6.481,0,0.0244,77.945,4,0.582
2445855,0.37332522108000005,-0.9231506656209999,Cocteau Twins,Treasure Hiding,7FVIYnY8F9IpQoh0GVafGc,0.167,0.274,295000,0.437,0.00835,0,0.3,-6.446,1,0.0301,149.797,4,0.189
2445856,0.37332522108000005,-0.9231506656209999,Cocteau Twins,Seekers Who Are Lovers,5ZyrpDrjTtHyohGB6w8VOr,0.0829,0.324,285173,0.711,0.0916,5,0.191,-6.024,1,0.033,79.872,4,0.555
2446096,1.0719011311700002,0.8468301807240001,Ronan Hardiman,Breakout,1HMrNrFFHWS4DYoQjDe1Xp,0.294,0.363,229800,0.501,0.0627,9,0.0779,-12.791,1,0.0569,109.485,3,0.351
2446105,0.815392789182,0.662457175897,Ronan Hardiman,Victory,5Kv5ldcYNqTKrPBWyKdOPm,0.0139,0.336,171307,0.625,0.713,4,0.128,-10.89,0,0.0317,135.043,4,0.322
2447245,0.815392789182,0.662457175897,Bachman-Turner Overdrive,You Ain't Seen Nothing Yet,0HOrDVS349XFcpCYsO2hAP,0.000146,0.475,234867,0.439,0.000277,11,0.223,-15.039,0,0.0427,118.392,4,0.76
2448493,-0.308877816114,-0.10269079413799999,Jimmy Page / Robert Plant,Since I've Been Loving You,57sjDKLj0zTEWVtD6nCYUc,0.7,0.347,428000,0.294,0.253,5,0.0944,-16.513,0,0.0405,123.863,3,0.35
2449115,-1.9352498567900003,-0.655809808621,Lynyrd Skynyrd,Simple Man,1ju7EsSGvRybSNEsRvc7qY,0.0366,0.422,356627,0.752,0.000119,6,0.129,-8.682,1,0.0449,120.471,4,0.403
2449857,1.5412568207600001,1.70416465317,Jack Johnson and Friends / Matt Costa,Sunshine,NO TRACK FOUND ON SPOTIFY,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2450108,1.0719011311700002,0.8468301807240001,Anggun,A Rose In The Wind,5H6FTFsxdOwAClj2qVn35P,0.0882,0.624,264773,0.755,1.67e-05,1,0.112,-4.135,1,0.0339,159.024,4,0.383
2451733,0.37332522108000005,-0.9231506656209999,Five,Something In The Air,2FRct5UvG5ByeEaaf1gnvH,0.0312,0.807,190374,0.663,0.243,1,0.116,-6.936,1,0.0425,115.996,4,0.447
2451742,0.8426809106700001,1.80556980583,The Cooper Temple Clause,Panzer Attack,08vUXSpAPabSsP2dVZrcKg,0.00122,0.367,240027,0.994,0.00029,2,0.454,-3.586,1,0.289,158.0,4,0.111
2451745,-1.4440636700100002,1.51518232322,The Cooper Temple Clause,Amber,59hHBaKeaLZTb5BcH7Rfiy,0.000618,0.221,307267,0.75,0.0144,0,0.127,-5.314,1,0.041,147.474,4,0.0396
2451752,-0.21427899495799999,0.7116233105140001,The Cooper Temple Clause,Been Training Dogs,0WZrOyH0XiP94LigN6U3mS,6.3e-05,0.184,193493,0.984,1.02e-05,9,0.44,-2.733,1,0.113,157.685,3,0.174
2451759,-1.24914851652,-0.155368795515,The Cooper Temple Clause,Murder Song,2YRdh76MXKKo6xMLKuocYz,0.137,0.152,527000,0.556,0.778,2,0.101,-6.465,0,0.0384,136.582,4,0.0458
2452255,0.262808329055,0.24300858991399998,Savage Garden,Truly Madly Deeply,013AWvizllIUEC2FOBzOnh,0.403,0.555,277267,0.698,0.0,0,0.0851,-8.874,1,0.0287,168.12,4,0.816
2452722,0.815392789182,0.662457175897,Foo Fighters,Gimme Stitches,3zgFz1o1N0hMHDzXS0fpIp,0.00175,0.543,222200,0.958,0.00286,2,0.263,-4.215,1,0.0685,111.85,4,0.532
2452724,0.37332522108000005,-0.9231506656209999,Foo Fighters,Next Year,1WwWjG2FGbBK6IkBBTknao,0.00551,0.415,276213,0.865,0.103,7,0.274,-2.789,1,0.0379,176.864,4,0.465
2453585,1.5412568207600001,1.70416465317,Five,Battlestar,7aHyVRyJo5Xg7BfRi9CZes,0.000278,0.812,279053,0.77,0.954,10,0.0622,-13.95,0,0.056,126.011,4,0.381
2453802,0.37332522108000005,-0.9231506656209999,Jazmine Sullivan,Need U Bad,0Ri0LzOMJmqi9HGZE5cRYV,0.0232,0.529,257427,0.659,0.0,7,0.114,-5.318,1,0.0629,138.196,4,0.36
2453807,-1.9352498567900003,-0.655809808621,Jazmine Sullivan,After The Hurricane,2bKCj4Enwjoz5JbREoDuHW,0.38,0.793,238093,0.537,0.0,5,0.105,-6.069,1,0.0372,115.973,4,0.627
2453811,0.676223369594,-0.167221345828,Jazmine Sullivan,In Love With Another Man,1xu91y5jf13yxAssdfsbPt,0.698,0.445,250093,0.34,0.0,0,0.138,-7.942,0,0.0518,116.826,3,0.177
2453966,-0.294324151319,-0.517530055,Switchfoot,Dare You To Move,4x3381mYJqptPqT6OKUfmu,0.00573,0.426,247893,0.881,0.0693,4,0.389,-4.526,1,0.0404,139.986,4,0.259
2453970,0.38424046967500003,-0.204095946793,Switchfoot,This Is Home,0jRuKrn7OOzriNlwFZAQco,0.032,0.596,231867,0.669,0.0,0,0.117,-5.26,1,0.0299,107.004,4,0.288
2453973,0.37332522108000005,-0.9231506656209999,Switchfoot,This Is Your Life,2stnUIKHtPrG5Hde3wqQc2,0.0198,0.592,259000,0.754,0.00673,9,0.118,-7.553,1,0.0299,130.006,4,0.639
2453974,-0.639973690168,0.309075583313,Switchfoot,On Fire,1HTNd7iD21O7dyNcE85oku,0.159,0.221,282080,0.586,1.58e-06,0,0.0777,-6.643,1,0.0331,61.989,3,0.272
2453978,1.5412568207600001,1.70416465317,Switchfoot,Company Car,7gNkazQVOU6hLcjtks4OdR,0.0515,0.406,193027,0.78,0.0,4,0.143,-6.697,1,0.0732,49.061,4,0.459
2453984,-0.49989466652900005,-0.45069484075000005,Switchfoot,Twenty-four,2DLmQACFPykftNpEAc4bDa,0.671,0.389,293520,0.509,0.0,7,0.29,-7.053,1,0.028,159.834,3,0.444
2454064,0.9845791424060001,-0.010504291724200003,Mary Mary,It Will All Be Worth It,0LRP6P3zC1J3OejYSJ3S1n,0.683,0.391,288520,0.559,0.0,5,0.349,-6.154,1,0.0325,114.248,4,0.375
2454204,-1.9352498567900003,-0.655809808621,Maria Mena,Power Trip Ballad,7KXci7vbF1jKjoagx1igdg,0.0144,0.61,239453,0.602,0.0123,5,0.56,-7.712,1,0.0311,130.967,4,0.308
2454593,0.37332522108000005,-0.9231506656209999,Billy Ocean,Nights (Feel Like Gettin' Down),7vULFWU5H5QX7jyoZJ7t9m,0.292,0.895,280427,0.786,0.00222,9,0.459,-8.856,0,0.117,115.448,4,0.89
2454601,-1.9352498567900003,-0.655809808621,Billy Ocean,Everything's So Different Without You,2g9tgvHQVRrCTvErUz5bzJ,0.342,0.615,259627,0.463,0.0,1,0.113,-8.321,1,0.0271,127.922,4,0.268
2454896,0.526138701412,-1.62837740909,Beth Orton,Couldn't Cause Me Harm,303XXCqh5RlP0IMNXGq5bf,0.0569,0.682,287773,0.581,0.000258,4,0.177,-7.538,1,0.0251,94.971,4,0.509
2454901,-0.6254200253719999,-0.111909444379,Beth Orton,Love Like Laughter,4bCzPSOCoCIjPpMI7Xahsl,0.556,0.552,187133,0.493,0.00528,2,0.156,-11.425,1,0.0266,91.022,4,0.254
2454904,1.0719011311700002,0.8468301807240001,Beth Orton,Feel To Believe,1HiTBWAPtuZPSG70U111iG,0.933,0.452,243027,0.289,4.72e-06,6,0.149,-10.718,1,0.0307,118.535,4,0.478
2455091,-0.780962317853,-0.789480237121,Beyoncé,If I Were A Boy,26NX1wPt1TRCH536yocd6i,0.107,0.632,249147,0.518,0.0,6,0.354,-6.126,1,0.0313,90.007,4,0.427
2455944,1.0719011311700002,0.8468301807240001,Thompson Twins,Who Can Stop The Rain,2YSlIii1vzE84CMC866onJ,0.0746,0.803,316587,0.651,0.0199,4,0.345,-12.883,0,0.0377,112.632,4,0.841
2457424,1.1783248049700001,1.18331091453,Scissor Sisters,Filthy/Gorgeous,487uZHjPqwQWAMKdabHJnZ,0.00811,0.753,227587,0.744,0.00101,9,0.478,-6.313,0,0.0372,132.024,4,0.729
2457448,0.37332522108000005,-0.9231506656209999,Daniel Bedingfield,All Your Attention,1oczBMCfGBDQeutRuSsgVO,0.0278,0.524,226667,0.812,0.0,7,0.187,-3.268,0,0.0387,139.971,4,0.391
2457471,-1.04019947199,-0.06581619317250001,Daniel Bedingfield,Sorry,73ufmsmBv2SHusilkwI1Rx,0.513,0.452,299160,0.303,0.0,0,0.0708,-9.509,1,0.0425,132.716,4,0.153
2457697,-0.8018832109909999,0.18923313017499999,Finch,Reduced To Teeth,0LE27RGn9Q3WRVn2KjAjvl,0.00151,0.438,233067,0.857,0.000515,6,0.105,-7.476,1,0.046,160.013,3,0.546
2457804,1.0719011311700002,0.8468301807240001,The Stone Roses,Breaking Into Heaven,4GFHpWe89M0FqmujjwQpsu,0.00116,0.269,679933,0.894,0.0144,4,0.098,-7.957,0,0.141,92.168,4,0.201
2457806,1.5467144450499999,2.11900391403,The Stone Roses,Ten Storey Love Song,0se4Vq1NigeLfnnd8xI91p,0.00349,0.403,269867,0.806,0.0042,2,0.248,-6.924,1,0.0381,100.579,4,0.243
2457807,0.815392789182,0.662457175897,The Stone Roses,Daybreak,2ujDUtPcYfnfr3QkMz65HV,0.00169,0.542,393640,0.929,0.17,9,0.607,-7.694,1,0.04,94.091,4,0.937
2457810,0.815392789182,0.662457175897,The Stone Roses,Begging You,4E9l0zjjmiB3AUfGY4YtYE,4.3e-05,0.311,293733,0.972,0.154,6,0.127,-7.491,1,0.087,120.198,4,0.643
2457814,-0.46714892074299996,0.7915182792759999,The Stone Roses,How Do You Sleep,0iRlskmkFMSyeIiJAAO0er,0.0109,0.513,299373,0.787,0.0,4,0.091,-8.227,1,0.0323,136.828,4,0.623
