dzr_sng_id,MSD_sng_id,MSD_track_id,sp_track_id,artist_name,track_name,valence,arousal,sp_acousticness,sp_danceability,sp_duration_ms,sp_energy,sp_instrumentalness,sp_key,sp_liveness,sp_loudness,sp_mode,sp_speechiness,sp_tempo,sp_time_sig,sp_valence,sp_popularity,sp_explicit
923768,SORZIBX12CF546516B,TRAOUTM128F4267580,0ABTWG0yimdqH5VGsEBlwG,Janet Jackson,Greatest X,1.071901131,0.846830181,0.148,0.679,262973,0.688,0,1,0.159,-7.038,1,0.0353,114.016,4,0.554,14,FALSE
924027,SOWKMZU12A81C2165A,TRTDHSB128F422B90F,776wdb7j6xJuLJDVay0zww,Josh Turner,Another Try,1.071901131,0.846830181,0.544,0.511,225787,0.472,0.000519,10,0.104,-8.119,1,0.0284,123.247,4,0.261,45,FALSE
924082,SOEVXRZ12D021B286B,TRRQTYC128F42501DF,48NnHHP4g0rRwkhRBHbtE1,Mary J. Blige,If You Love Me?,0.57525732,-0.3423757,0.1,0.751,219467,0.68,0,11,0.114,-6.557,0,0.0935,139.927,3,0.689,24,FALSE
924156,SOEUTXD12A58A80CFF,TRQXHBL128F42A56FE,1Ge8R2h7W0IlaAHl6Q2kM3,Ledisi,Best Friend,0.373325221,-0.923150666,0.142,0.774,280560,0.562,0,7,0.0541,-6.225,1,0.331,83.011,4,0.528,32,FALSE
924364,SOPMUQL12C106D0782,TRWCBKI128F42578FE,2qABxQZhfAthNxszLiSsUw,Rev Theory,Hell Yeah,0.815392789,0.662457176,0.000104,0.363,247613,0.982,3.67E-06,3,0.0222,-3.41,0,0.106,167.982,4,0.37,64,FALSE
924578,SONOUCV12A6D4FD937,TROLIEP128F4247F26,0ks9MMzUmSfZYG4Q1z3MRL,2 Pistols / Ray J,You Know Me,-0.710922806,-0.373104535,0.00139,0.741,216173,0.437,0,9,0.183,-7.353,1,0.0429,94.974,4,0.23,25,TRUE
924683,SOWOBLV12A6D4FBBB7,TRAGXLP128F421CE55,3QIlCD3NDaVDaCUu91fuMh,Sam Sparro,Too Many Questions,-0.674538644,-0.084253494,0.0138,0.648,233280,0.751,1.45E-05,11,0.162,-6.471,0,0.127,95.965,4,0.691,12,FALSE
924686,SORUKTT12A6D4FBBC8,TRSPJMZ128F421CE5A,6MxeAK8QRcSCUNX8hfxkAY,Sam Sparro,Sick,0.815392789,0.662457176,0.0158,0.653,247173,0.841,0.00978,11,0.0707,-5.826,0,0.0461,118.001,4,0.782,9,FALSE
924687,SOCCUDK12A6D4FBBC9,TRRUAAR128F421CE5B,2XSrSSQSF2siJDdLQ5NAGS,Sam Sparro,Waiting For Time,-0.308877816,-0.102690794,0.235,0.642,211440,0.742,2.82E-05,5,0.241,-5.387,0,0.0366,149.994,4,0.716,6,FALSE
924786,SOATVLV12A67020A4E,TRTPOXI128E07915A1,5hCtVjzoxw6FCggP4wjjsi,The Bravery,Unconditional,0.815392789,0.662457176,0.00222,0.435,199493,0.952,0.000674,4,0.253,-4.006,0,0.103,154.959,4,0.431,36,FALSE
925106,SOTJOTY12A8C135C55,TRRUSII128F42560FC,49FYlytm3dAAraYgpoJZux,Rihanna / Jay-Z,Umbrella,1.011867264,0.616363925,0.00864,0.583,275987,0.829,0,1,0.0426,-4.603,1,0.134,174.028,4,0.575,80,FALSE
925108,SOPVPWE12A8C13794F,TRBSDAE128F4255F7B,0ByMNEPAPpOR5H69DVrTNy,Rihanna,Don't Stop The Music,0.815392789,0.662457176,0.0336,0.835,267080,0.669,6.92E-05,6,0.0535,-5.582,0,0.0643,122.668,4,0.542,77,FALSE
925109,SOPDFZR12AB018875F,TRAYQLF128F933B4EF,46aZJc0z1HHHSFxaIRxYSP,Rihanna,Breakin' Dishes,-1.700572012,1.842444407,0.000282,0.801,200573,0.674,0.000139,8,0.0914,-4.185,0,0.0311,125.009,4,0.875,52,FALSE
925111,SOYMOVI12AB0183FFB,TRHXOBI128F92EB293,7iu0WYLdo4yksKf3seaxzI,Rihanna,Hate That I Love You,0.875426656,-0.743386986,0.323,0.637,218947,0.73,0,5,0.0981,-5.38,0,0.0874,93.867,4,0.732,71,FALSE
925115,SOCRBQQ12AB017EBDE,TRGMCIR128F933237E,4sFRAkllCBqIa08boTHX5A,Rihanna,Rehab,-1.839741432,0.339804417,0.00321,0.583,294720,0.792,4.92E-05,1,0.315,-5.894,1,0.0533,80.055,4,0.397,51,FALSE
925118,SOZDSNK12A8C143C97,TRWCLFM128F92C7CD1,2VOomzT6VavJOGBeySqaMc,Rihanna,Disturbia,0.682590598,0.754643678,0.0863,0.707,238627,0.813,0,11,0.168,-4.515,0,0.0571,124.921,4,0.722,73,FALSE
925651,SOFQCCU12A6701F69D,TRWDGKL128E0792A5C,35qwJUKVy1OIt0wQ3xEXi0,Counting Crows,Round Here,-0.805521627,-0.164148462,0.144,0.314,331400,0.478,7.19E-05,7,0.0814,-9.37,1,0.0341,94.203,4,0.186,62,FALSE
925661,SOIAESR12A8C1352E6,TRIEQRG128F42503AB,7ye3N9FfQLnLNH6VxBlZA0,Counting Crows,A Murder Of One,-0.720018847,-0.019722942,0.125,0.534,343800,0.597,0.000715,6,0.106,-8.175,1,0.0417,116.213,4,0.403,44,FALSE
925746,SOCACIT12A67AE110A,TRXGYSS128EF349F17,5P3fwQ1s6Rfa0PxXDvtpe4,Timbaland,Oh Timbaland,-0.308877816,-0.102690794,0.482,0.531,211947,0.898,0,9,0.231,-4.467,1,0.515,80.386,4,0.542,35,TRUE
925893,SODVLZE12D021B275D,TRITCNY128F92DCF0C,3wkNK8tJZ2stygNJm8RCRD,The-Dream,I Luv Your Girl,0.373325221,-0.923150666,0.014,0.723,267867,0.322,0,8,0.119,-9.702,1,0.0341,90.063,4,0.0406,59,TRUE
925910,SOFIAHQ12A8C13192F,TREVHXZ128F423D475,3CeGVMZcCWSSCdOfcaHJnd,Matt Costa,Mr. Pitiful,0.957291021,0.390506994,0.175,0.76,175933,0.714,0,0,0.0778,-7.134,1,0.0274,110.007,4,0.774,45,FALSE
925911,SOVAEKB12A8C130DD2,TRNQYXV128F423E599,1gj5KFnEIhzSeYO3E1ggcf,Matt Costa,Lilacs,0.678952182,-2.333604153,0.349,0.66,255253,0.555,0.00241,3,0.119,-9.928,1,0.0236,108.003,4,0.443,21,FALSE
925915,SOCIPFM12A8C130DDB,TRXPYSH128F423E622,3BoicNG4PYmBAPeILLpyNI,Matt Costa,Vienna,0.957291021,0.390506994,0.904,0.655,243467,0.324,0.0841,1,0.104,-12.843,1,0.0325,133.968,4,0.423,26,FALSE
925916,SONJKOF12A8C130DDE,TRNDFSR128F423E59D,6Hl0oRrHx4mWeJ6uZqq2eG,Matt Costa,Unfamiliar Faces,0.995494391,-0.185658646,0.737,0.639,246067,0.517,0.00292,8,0.138,-10.184,1,0.0306,108.913,4,0.24,19,FALSE
925924,SOBHZES12A8C130DEC,TRLVMJB128F423E5A3,4YoyrIJl7v5P0OxNIBDnOh,Matt Costa,Miss Magnolia,0.90999161,0.481157054,0.786,0.556,198640,0.625,0,7,0.318,-5.31,1,0.032,179.429,4,0.824,24,FALSE
927506,SOWSHML12A6701CB13,TRTEHOI128E07842B9,7gU9MjjwVuiNeUAdsiU0dF,Russell Watson / Mark Smith / Royal Philharmonic Orchestra / Nick Ingman,Bridge Over Troubled Water,0.373325221,-0.923150666,0.389,0.128,293867,0.334,0.00066,3,0.123,-10.353,1,0.0324,82.785,4,0.0688,20,FALSE
927548,SOCBQHB12A81C218DF,TRQOVXN128F42506CC,,Lil Wayne / Static Major / Kanye West,Lollipop,0.373325221,-0.923150666,,,,,,,,,,,,,,,
927636,SOVYTME12A8C139581,TRBVDON128F42676A1,,Kathleen Edwards,Goodnight_ California,-0.721474213,-0.382937761,,,,,,,,,,,,,,,
927769,SOLHXUV12A8C13324E,TRCNXKN128F424C056,1dDzeqgr8IObq1J8pj2qA9,Blind Faith,Sea Of Joy,1.178324805,1.183310915,0.188,0.348,322227,0.526,0.00411,9,0.488,-12.454,1,0.0414,122.606,4,0.561,35,FALSE
927898,SOUMNBJ12D02197CE9,TRIRRDA128F1463C8C,6mPsYhcy0UIScC4YyekLr0,Scorpions,Don't Believe Her,0.373325221,-0.923150666,0.00185,0.497,295627,0.887,0.55,7,0.38,-8.077,1,0.0531,127.661,4,0.341,39,FALSE
927899,SOGYSWT12A6D4F6A70,TRISWIW128F145E5AE,6gJmEEJOvfiVUmMOGxkGtu,Scorpions,To Be With You In Heaven,1.071901131,0.846830181,0.0129,0.518,289800,0.819,0.0443,1,0.144,-8.8,1,0.0597,121.426,4,0.361,37,FALSE
927900,SOGFWUD12A6D4F6A71,TRHYECH128F145E5AF,3ovjw5HZZv43SxTwApooCM,Scorpions,Wind Of Change,0.129551336,0.219961964,0.315,0.452,312360,0.524,0,0,0.103,-10.108,1,0.0351,151.505,4,0.246,78,FALSE
928607,SOLKHZZ12AAF3B2713,TRMTMFI128F93049F3,29xU00O8iVLO46CcjGhsdS,Nerina Pallot,My Last Tango,0.373325221,-0.923150666,0.738,0.253,324467,0.345,5.53E-05,7,0.333,-8.851,1,0.0273,159.254,4,0.213,7,FALSE
928676,SOLZHKO12A6310DF66,TRPIAWZ12903CA443A,3U0xko5uT0MfOKI3oLnWKv,Gabrielle,Dreams,1.017324888,0.745425028,0.173,0.751,222773,0.467,0,9,0.217,-13.652,1,0.036,98.783,4,0.568,43,FALSE
929494,SORHLNA12A6701F0B6,TRZYLBD128E0784C3C,1Kx5LdJPpqRXKUUHBu9CTe,Dusty Springfield,The Look Of Love,0.005481343,-0.347906891,0.605,0.577,216267,0.296,3.55E-05,6,0.0978,-12.634,0,0.0298,95.463,4,0.311,46,FALSE
930051,SOUMHDX12AAF3B130B,TRPBUVE128F9301FEC,0LAfANg75hYiV1IAEP3vY6,Scissor Sisters,Take Your Mama,1.178324805,1.183310915,0.209,0.756,271907,0.957,2.40E-05,8,0.0624,-4.617,1,0.106,153.951,4,0.933,57,FALSE
930324,SOOZGQE12A8AE45D86,TRBFPOV128F422BFD2,4rURFCtHPe8E555GWLAIMC,From First to Last,We All Turn Back To Dust,-1.171182455,1.436823796,7.69E-05,0.32,241480,0.983,3.13E-05,6,0.231,-2.515,1,0.0968,170.205,3,0.215,20,FALSE
930333,SOWFDQA12AB017ACFE,TRIBCIN128F422BFD7,11BiblqNtWwvoDhf8pqH8f,From First to Last,I Once Was Lost But Now Am Profound,-1.056572345,0.736206378,1.08E-05,0.309,219000,0.983,0.118,9,0.323,-2.583,1,0.0941,182.141,4,0.418,26,FALSE
930669,SOLSHYX12A67AD9531,TRIZXIB128F148D046,4dtThTihlGhxcggGCAfhed,The Hellacopters,No Song Unheard,0.706240303,-0.688075084,0.0117,0.519,240600,0.876,0,0,0.102,-5.712,0,0.0381,129.799,4,0.702,37,FALSE
931416,SOTDFFF12A58A7EED0,TRCVLJD128F9311C67,5DbUPekbGprJNwubQHaFtU,Enrique Iglesias,Ring My Bells,-0.634516066,0.041734726,0.111,0.815,235187,0.632,0.00398,6,0.0923,-6.925,0,0.0351,115.008,4,0.425,38,FALSE
931425,SOEMVNF12A8C13C53A,TRFFSMS128F428BC88,7pEiz41MM5gdyq65qL3f4z,Enrique Iglesias,Miss You,-1.935249857,-0.655809809,0.152,0.655,201187,0.744,0.00832,7,0.247,-6.9,0,0.0365,96.411,4,0.655,25,FALSE
931556,SOFJVAW12A58A7BCAE,TRRPZSY128F428AE8C,649EBPR3vcMC9IRP7CylS2,Jonas Brothers,Hollywood,1.541256821,1.704164653,0.000655,0.506,169040,0.93,0,0,0.135,-3.229,1,0.119,164.948,4,0.596,42,FALSE
931591,SOZVMYF12A8C132646,TRQHUZE128F42385E8,4OMsAnt8JSBctSJQIMNAy1,Fall Out Boy,Beat It,-0.663623395,0.459646871,0.0195,0.557,229400,0.936,1.50E-06,0,0.305,-3.694,1,0.0681,149.954,4,0.841,57,FALSE
933127,SOVKFKF12AF72A2F06,TRUGXHM128F4274919,70f8GbaPQTjJpnBba4fvQu,The Moody Blues,Dear Diary,-0.584487843,-1.384083178,0.61,0.539,236693,0.381,0.0544,2,0.566,-10.286,0,0.0271,88.919,4,0.314,34,FALSE
933130,SOPBJLL12A6D4F6149,TRNRRGR128E079360C,0Fk9NHiPC4oDtbcqz2TAyL,The Moody Blues,Deep,1.071901131,0.846830181,0.00183,0.492,410733,0.516,0.0448,0,0.0717,-17.826,1,0.027,154.184,4,0.74,19,FALSE
933155,SOOSLLT12A8C139FDB,TRGFVNF128F92E246C,1NeQzAqahRYI09bgLbhVFN,The Moody Blues,Melancholy Man,-1.439970452,-0.273235824,0.722,0.385,345347,0.434,5.00E-06,1,0.192,-11.544,0,0.0313,132.454,4,0.388,55,FALSE
933710,SOJNCRD12A8C1340CF,TRHADNL128F424C108,3nKLZA8q7GzayX8wNs0PQF,Nnenna Freelon / Take 6,Straighten Up And Fly Right,0.815392789,0.662457176,0.69,0.745,204760,0.34,0,1,0.155,-8.862,1,0.124,139.912,4,0.387,16,FALSE
934449,SOZUUHV12A58A7C343,TROVDFQ128F9322F3F,4kt4WdWqXYBuCSZc4ZVbDV,Dir en grey,Saku,-1.424052381,1.605832384,1.15E-06,0.419,175000,0.911,0.278,8,0.0802,-5.789,1,0.0853,108.021,4,0.241,23,FALSE
934450,SOMHBFT12A81C2166E,TRDNGBD128F9322F40,,Dir en grey,KODOKU NI SHISU_ YUENI KODOKU.,-1.400402676,1.538228949,,,,,,,,,,,,,,,
934455,SOKXCOB12A81C2167A,TRJHDXL128F9322F45,25iQ3eXnQSAwnDZVDXmplu,Dir en grey,Garbage,-0.308877816,-0.102690794,1.92E-06,0.449,168707,0.877,1.90E-06,1,0.251,-6.772,1,0.0895,92.967,4,0.419,16,FALSE
934462,SOENBDI12A81C2169E,TRMFMFJ128F9322F4B,109wsHe8Fa4bbzByjRrv5W,Dir en grey,Beautiful Dirt,-1.716944885,1.59354085,1.42E-06,0.456,157773,0.994,0.94,1,0.0623,-4.03,1,0.133,107.014,4,0.286,21,FALSE
934466,SOFCJKH12A81C216A6,TRGFAGJ128F9322F4D,,Dir en grey,Higeki Ha Mabuta Wo Oroshita Yasashiki Utsu,-0.628148838,-1.494706981,,,,,,,,,,,,,,,
934770,SOPVNZW12A67ADE982,TRQMRDN128F932B401,2ZgCrBElqEbwW4U5RkAZjW,Dir en grey,CLEVER SLEAZOID,-1.281699347,1.217880853,1.09E-05,0.457,174867,0.897,3.00E-06,1,0.257,-2.617,0,0.069,109.975,4,0.446,26,FALSE
934774,SOPVMLE12A8C141654,TRKKEJM128F4289FDD,2wxA5GmbN58fszagAtvrgN,Beck,Volcano,-0.19972533,-0.769506495,0.157,0.668,268787,0.45,0.217,7,0.0797,-8.413,1,0.0342,125.19,4,0.665,29,FALSE
934808,SOIMNRU12A8C1373ED,TRMSCNE128F426361A,0lRh9buFhokqUff36bWV7t,Lisa Germano,Trouble,-0.180623645,-1.199710173,0.774,0.473,140467,0.181,1.97E-06,0,0.0976,-15.129,1,0.0319,111.742,4,0.191,16,FALSE
934811,SOEOBYZ12A8C1373F2,TRRVHFI128F426361B,4DQh5AgN4UJ0TrjQb27oY6,Lisa Germano,Geek The Girl,0.678952182,-2.333604153,0.948,0.391,299160,0.197,0.118,7,0.124,-16.231,1,0.0343,117.12,4,0.097,18,FALSE
935083,SOXBSIN12A8C141E0B,TRHLAAP128F42AB553,5JpaY4GuYVEnnFz6treGr6,Film School,Dear Me,0.373325221,-0.923150666,0.000352,0.307,302387,0.865,0.348,4,0.26,-5.481,0,0.0483,142.104,4,0.119,9,FALSE
935085,SOOQSNX12A8C141E10,TREZEFE128F42AB554,72k4OyfheFJcOAgryOtRis,Film School,Lectric,0.373325221,-0.923150666,0.000706,0.212,251093,0.832,0.756,4,0.383,-4.691,0,0.0505,170.144,4,0.31,7,FALSE
935092,SOGQPNP12A8C141E1F,TRNZKLM128F42AB558,17Gp4Qf260mjouuq6CPcza,Film School,Two Kinds,0.373325221,-0.923150666,7.31E-05,0.383,237733,0.711,0.647,9,0.127,-5.739,0,0.0332,127.168,4,0.383,20,FALSE
935096,SOZIIBZ12A8C141E23,TRNCKPC128F42AB55A,61oyz0294WloSi9bnGSkXZ,Film School,Go Down Together,-0.333437125,-0.494483429,0.0012,0.412,269667,0.74,0.9,0,0.159,-7.349,1,0.0344,105.112,4,0.231,7,FALSE
935097,SOLGXPM12A8C141E28,TRLXKIY128F42AB55B,5KvlCurS5ITsQjXQOZ0FNK,Film School,Compare,0.569799696,-1.517753606,0.000515,0.249,222853,0.866,0.815,1,0.0842,-4.727,0,0.0414,154.509,4,0.417,10,FALSE
935123,SOTWWOR12A6D4FD473,TRTACZT128F4228AAA,06eLSwUFhd9Gufpx7IC8ja,Au Revoir Simone,Fallen Snow,1.071901131,0.846830181,0.486,0.637,227093,0.454,0.172,7,0.104,-9.162,1,0.0322,150.165,4,0.215,16,FALSE
935205,SOZJSTQ12A8C135B2F,TRIMGZN128F4260450,3PEktmDZUY7NrU8oyuDYWP,Gary Numan / Tubeway Army,Replicas,-0.308877816,-0.102690794,0.155,0.416,300560,0.434,0.424,9,0.096,-11.295,1,0.0281,82.173,4,0.222,21,FALSE
935250,SOJMLLM12A8C13356B,TRWAWYQ128F4250D75,4NUQhH4Q4NFDaVXtijkSXf,The Cult,Bad Medicine Waltz,-0.308877816,-0.102690794,0.0125,0.249,357400,0.442,1.35E-06,2,0.0794,-15.5,1,0.0344,194.796,3,0.471,20,FALSE
935252,SOBCWLN12A8C133624,TRDBUCN128F4250D6D,0StULbms9J2d73s37cUzI3,The Cult,A Flower In The Desert,-0.308877816,-0.102690794,5.90E-05,0.446,223560,0.476,0.00129,9,0.0711,-15.653,0,0.0327,107.336,4,0.422,27,FALSE
935730,SOINQNL12A8C13ADD1,TRSXDEW128F426A108,5uTjEhlLv2YHNna0ojb5Az,Basement Jaxx,Red Alert,0.526138701,-0.448390178,0.0629,0.645,218027,0.956,0.0013,10,0.326,-3.426,0,0.0488,126.855,4,0.842,55,FALSE
935737,SOHMXAW12A58A7BEDA,TRSJDAA12903CD8D94,1tLdcVtXUPc9bMgx3njPAF,Basement Jaxx,Oh My Gosh,1.153765496,0.966672634,0.000222,0.757,217269,0.88,0.851,1,0.274,-6.002,1,0.0441,127.012,4,0.762,12,FALSE
935781,SOFFZYH12AB0180E65,TRYKMSQ128F9341FF4,2GRmo9dlcUUDPfhbQmeE2Q,Basement Jaxx,Romeo,1.178324805,1.183310915,0.00769,0.713,217493,0.829,0.00203,2,0.139,-4.171,1,0.0491,126.853,4,0.844,56,FALSE
935803,SOSSMBC12A8C13BA04,TRBCZDC128F428F631,1eQgB3HQgdmaAqUqUR7WzV,TV On The Radio,Province,1.284748479,1.436823796,0.358,0.557,277013,0.857,0.00845,1,0.148,-7.835,1,0.051,130.054,4,0.305,30,FALSE
935838,SOSTWSF12A8C13BDF6,TRJHGUB128F427207E,5Y1ehAwLXTMFanl0zbjmbh,Colin Meloy,We Both Go Down Together,-0.546284473,0.574879999,0.576,0.505,190000,0.655,0,9,0.908,-6.135,0,0.0409,118.181,4,0.505,20,FALSE
936086,SOQFHIN12A8C13547E,TRIQGVA128F4263828,6TxSDzVhRikvftlN7MBcpd,Red House Painters,Bubble,-1.048385908,0.335195092,0.099,0.458,330973,0.274,0.00131,2,0.0915,-14.268,1,0.0325,97.004,3,0.175,18,FALSE
936090,SOUEACL12A8C139B3D,TRUNBBZ128F4263825,7qfdXy1NqvyXDt9epJrhip,Red House Painters,Medicine Bottle,-1.033377442,-0.13495607,0.0878,0.337,589440,0.399,3.11E-06,10,0.334,-15.894,1,0.03,150.893,4,0.228,38,FALSE
936093,SOQBIIR12A8C133C12,TRZZFFC128F423EAD9,4VvmFhJ5QTjCylGww6g3AI,Red House Painters,New Jersey,-1.056572345,0.736206378,0.81,0.573,238360,0.167,0,2,0.0672,-14.123,1,0.0281,98.864,4,0.237,26,FALSE
936096,SOCXDBM12A6D4FB3FC,TRGVXLP128F422B91B,3nU7NxCd0pf1kbJ4Wa3EDA,Red House Painters,Japanese To English,-1.344007225,0.004860125,0.266,0.367,281960,0.294,1.06E-06,10,0.267,-15.389,1,0.034,165.89,4,0.417,28,FALSE
936462,SOHNVHC12A6D4F95AB,TRTPWWP128F1486DF3,0MtVmhAx6CxNuxFIUc6Mj9,Beirut,Elephant Gun,0.247799862,1.123389688,0.873,0.171,348893,0.626,0.0252,8,0.0681,-8.677,1,0.0486,180.098,3,0.457,62,FALSE
936532,SOGNNUI12A8C13DD3A,TRIZSIX128F42796F2,5sKq2wH0pHjtvAA1yUnZtu,Tindersticks,All The Love,0.766274171,1.842444407,0.847,0.402,291827,0.188,0.0267,2,0.0929,-15.427,1,0.0351,144.682,4,0.123,19,FALSE
936835,SOENNGJ12A6D4FB8D7,TRFNVAR128F92CFEA3,0uTZHMfFWsCDZgUbE1GE8Y,Lush,Ladykillers,1.541256821,1.704164653,0.00717,0.452,194160,0.881,0,4,0.118,-6.447,0,0.0858,157.726,4,0.796,44,FALSE
936849,SOYEQNU12A8C1300A9,TRLSGCQ128F423EDCC,2v6dgyLDW0SUUdUc7dtOWF,The Delgados,Coming In From The Cold,-1.040199472,-0.065816193,0.12,0.436,214893,0.675,0,0,0.64,-6.122,1,0.0263,88.315,4,0.48,36,FALSE
936925,SOHTAJS12A8C13AECB,TRGMAAS128F427F4F1,0lwWEgpK7JtvvrulDhOOb4,Freeez, I.o.u.,1.541256821,1.704164653,0.000886,0.746,525493,0.512,0.273,9,0.146,-16.019,0,0.0518,119.179,4,0.72,44,FALSE
936989,SOCKZIS12A8AE47FE0,TRGOUNV128F4281928,0WZZJ0mDKIkLfL0710ssZt,Arcade Fire,Neighborhood #1 (Tunnels),-0.740030136,0.215352639,0.0647,0.282,288333,0.738,0.0142,0,0.29,-5.566,1,0.0324,126.914,4,0.211,60,FALSE
936991,SOAVZDO12A8AE47FE2,TRMNJZT128F4281929,61ARSKFMwoVnIwXAVnfNNh,Arcade Fire,Neighborhood #2 (Laïka),-1.040199472,-0.065816193,0.0556,0.555,212000,0.876,0.00503,11,0.121,-5.628,0,0.0369,130.703,4,0.961,50,FALSE
936994,SOOEZWW12A8C1402BB,TRORAUP128F428192A,7D5mjGj6O2cHHCoBF8O7qV,Arcade Fire,Une Année Sans Lumiere,-0.333437125,-0.494483429,0.0416,0.441,220960,0.782,0.584,2,0.0784,-7.032,1,0.0288,105.946,4,0.582,48,FALSE
936997,SOGEWKG12AF729FA46,TRJLJHU128F4281C36,71D4LseR0RADPbyvMeTIHR,The Libertines,Can't Stand Me Now,1.178324805,1.183310915,0.0111,0.368,203733,0.935,0.00201,4,0.0948,-3.204,1,0.0587,164.425,4,0.558,64,TRUE
937001,SOICVFJ12A8AE47FF0,TRRIHBF128F428192D,3kusLGvgYkZldKfoDoJklR,Arcade Fire,Crown Of Love,-1.344007225,0.004860125,0.062,0.321,282333,0.647,4.72E-05,3,0.288,-6.514,1,0.0274,104.345,1,0.287,52,FALSE
937002,SONGEHJ12A6D4F8897,TRORYMK128F148996F,5DNJ5kiTY6ZbBgkTkGWcAX,The Long Blondes,Once And Never Again,1.541256821,1.704164653,0.00316,0.518,181693,0.848,0,7,0.237,-5.092,1,0.0351,114.762,4,0.787,21,FALSE
937003,SOWAUHF12D02193C26,TRMIOME128F428192E,6Hmj7SrLRbreLVfVS7mV1S,Arcade Fire,Wake Up,-1.4508857,-0.317024412,0.12,0.252,335333,0.8,0.0538,0,0.118,-4.845,1,0.0368,139.361,4,0.29,69,FALSE
937005,SOEPJXE12A8AE47FF5,TRAPAPE128F428192F,3Gkl2fJztF2B3fnUheejAA,Arcade Fire,Haiti,-0.006889272,0.041734726,0.265,0.462,247307,0.809,0.128,2,0.638,-7.309,1,0.038,99.902,4,0.458,50,FALSE
937007,SOICJSZ12D0219B17D,TRFYALP128F4281930,0xOeB16JDbBJBJKSdHbElT,Arcade Fire,Rebellion (Lies),0.140466584,0.570270673,0.00744,0.401,310893,0.933,0.627,8,0.318,-5.682,1,0.0344,127.193,4,0.734,66,FALSE
937009,SOWRWMX12A8AE47FF8,TRUKZDD128F4281931,0O8Ymlu03OqEX5XU5p8Rw3,Arcade Fire,In The Backseat,-1.011819826,-0.405062522,0.457,0.328,380213,0.546,0.0565,7,0.0725,-10.031,1,0.032,169.975,4,0.224,47,FALSE
937011,SOSHTVQ12A8C14563B,TRZNGNR128F92CFEB9,2XMwak0QKaukNo502mcufY,Pale Saints,Sight Of You,-1.040199472,-0.065816193,0.102,0.469,337600,0.458,0.236,7,0.0908,-13.583,1,0.0388,123.932,4,0.107,41,FALSE
937305,SOCPVJS12A8C143128,TRBDLKP128F92D03EB,30Y9OTR7fOzu0Bpbo3kcdk,Lush,I Have The Moon,0.027675682,-0.766433612,0.03,0.489,238360,0.589,0.00358,9,0.0478,-6.892,1,0.0289,127.074,4,0.34,25,FALSE
937315,SOCVMBX12A8C143155,TRQGPHQ128F92D0664,5i73opYP0gDmWR5KGvAKwf,Lush,Outside World,-1.935249857,-0.655809809,0.0173,0.566,249960,0.454,2.03E-05,7,0.0889,-9.322,1,0.0487,111.032,4,0.0493,13,FALSE
937721,SODIMLV12AB018787C,TRFFITC128F931D55E,1W0IWU1XpPhNZ3hdxXK4IZ,The Breeders,Off You,-1.040199472,-0.065816193,0.965,0.471,295667,0.102,0.0271,10,0.108,-18.76,1,0.032,81.166,4,0.0638,50,FALSE
938245,SOIFELO12A8C133426,TRAPCRQ128F423EA62,3KNNfeyUvjaYvI7EokVqq4,Mercury Rev,Sudden Ray Of Hope,1.257460357,1.086515087,0.00039,0.265,318467,0.788,0.331,9,0.376,-8.188,0,0.0362,92.648,4,0.61,12,FALSE
938259,SOWXMNE12A8C133434,TRFOPUC128F423EA66,4lPcI8vlmUkSvMNOKGZ5pz,Mercury Rev,A Kiss From An Old Flame (A Trip To The Moon),1.257460357,1.086515087,0.158,0.473,262533,0.663,0,7,0.28,-7.157,1,0.0317,114.996,4,0.523,6,FALSE
939220,SODXUWD12A8C14317A,TRQAIOB128F92D0352,0fzy9xEizf0nUbOf9qJ1ZZ,The Breeders,Saints,0.815392789,0.662457176,0.0324,0.49,152200,0.661,0.279,11,0.47,-11.987,1,0.0324,114.73,4,0.824,39,FALSE
939272,SOGCKWZ12A8C131967,TRQTFDF128F92D03E4,3yRrzI6hg1Te7U4gVMrJc5,Cocteau Twins,Crushed,-1.935249857,-0.655809809,0.0106,0.481,200200,0.583,0.00127,5,0.0562,-13.042,1,0.0258,99.715,4,0.319,35,FALSE
939344,SOVAAEB12A6D4F7FBE,TRSYGTQ128F14898D2,1f57D54zUH9ajzZ9N7rGE2,PJ Harvey,Victory,-1.452795869,0.979578744,0.0467,0.479,195707,0.415,0.0294,4,0.106,-15.991,0,0.0318,125.446,4,0.548,22,FALSE
939659,SOFPUHM12A8C13FB99,TRHKDOV128F427ED90,,David Kitt,Dancing In The Moonlight,0.373325221,-0.923150666,,,,,,,,,,,,,,,
939672,SOKVONQ12A8C13ECEE,TRSZVUM128F4281AA6,,Jenny Lewis with The Watson Twins,Big Guns,-1.771521128,-1.282678025,,,,,,,,,,,,,,,
939680,SOXFGUT12A8C13ECFC,TRGZQSP128F4281AAA,,Jenny Lewis with The Watson Twins,Melt Your Heart,-0.310242222,-0.181049321,,,,,,,,,,,,,,,
939685,SOCOKZF12A8C13ED01,TREICGD128F4281AAC,1oXVWCQEtnZ8Fhb3LVwrlA,Jenny Lewis with The Watson Twins,Rabbit Fur Coat,-0.708648796,-0.724949685,0.00316,0.501,176960,0.766,1.33E-05,7,0.0826,-4.536,1,0.0311,132.736,4,0.788,42,FALSE
